id,name,count
189438,expulsion,3
209222,misfortune,3
236482,school student,1
236483,wrongly punished,1
236484,dancehall,1
236485,paid dance companion,1
236486,stage show performer,1
9813,french riviera,8
166812,prize fighter,3
163119,injustice,13
167198,fashion show,5
167200,fashion model,12
194568,alfred hitchcock,5
196782,serial murders,7
7496,gain,6
191494,numbers,4
209071,child like,1
215184,chivalry,4
11122,german officer,4
221393,demolition derby,1
2248,moderator,7
155646,kickboxer,5
158438,lost shoe,2
9808,cult comedy,20
161823,physical comedy,3
170827,sex comedy,28
14714,summer vacation,29
162804,sexual awakening,17
171341,underage sex,1
201156,debut,1
161279,mysticism,11
161280,biblical plagues,2
221385,gnosticism,5
10910,wealthy,8
4404,guantanamo bay,4
4405,marine corps,10
4406,military court,5
4407,code red,1
4408,command,1
163189,court martial,4
227642,platoon leader,1
227890,military law,3
4900,shortage of money,11
200784,detox,2
163599,death of parent,4
11448,two man army,3
167350,consul,1
167352,crime lord,8
167362,art treasures,1
167366,reference to chelsea clinton,1
167371,roses are red poem,1
5905,father,70
11296,choice,1
199551,insane,3
209051,adopted son,4
10038,audi,2
13068,impostor,10
14678,case,3
157168,ice skating,7
157238,computer expert,6
159669,ex kgb,3
159679,preparation,1
159685,cellular phone trace,1
159688,merry go round,2
2861,gallery,10
15478,art gallery,11
217311,sex party,6
7041,sahara,7
11031,guerrilla warfare,6
189399,militant,2
194451,social issues,17
220770,free cinema,2
677,atomkrieg,4
6770,dr. fu man chu,1
6776,yellow diamant,1
11100,giant monster,53
219368,giant ant,1
1445,ice,20
4711,norwegian,8
14728,antarctica,6
14729,shape shifting alien,2
155821,sled dogs,3
4986,enemy,8
11497,unfaithful girlfriend,1
14906,slave,29
161248,individuality,3
4326,theatre play,19
2779,flower shop,7
10254,clubbing,2
439,paradise,8
10963,theatrical producer,3
10964,eva braun,1
194576,julius caesar,15
160497,wrongful arrest,10
164478,candidate,4
208915,celebrity worship,2
8616,guru,10
10582,television producer,10
167915,hostess,5
2850,testament,3
170783,learning disability,1
170786,birth defect,1
170801,suit of armor,5
3770,listening,1
33756,deaf,18
158023,curiosity,6
203624,physical deformity,1
207673,freak,5
208666,dignity,5
4944,route 66,4
190349,chucky,2
190821,family curse,3
222049,school counselor,1
5737,book burning,3
222982,colour,1
10423,tour bus,6
817,bookshop,10
2433,jew persecution,12
3196,charade,1
3198,price,2
3206,story teller,3
33778,peekaboo,2
156166,mormon,11
194943,henchmen,4
2904,mummy,32
12666,darkside,2
155488,black cat,15
166862,severed hand,13
204102,gargoyle,1
214544,horror anthology,13
15084,skull,7
34051,team,7
161935,relic,3
166720,vampire slayer,5
178159,turning into a vampire,3
224795,drinking blood,2
41509,hate,13
159950,neo nazism,2
191726,nazism,15
215876,prison rape,2
10073,documentary,96
158606,pickup truck,5
208390,lgbt elderly,4
187,islam,21
171559,ridicule,1
171561,lawn mower,1
171563,deserted by husband,1
171570,black and white to color,4
33973,glam rock,2
154937,bisexual,10
174262,music journalism,1
174272,school uniform,1
174274, begins with text,1
174280,imaginary band,1
174281,baby left on doorstep,1
174283,fictional band,2
174286,down feather,1
3345,bahamas,8
10793,resort,11
5970,wrestling,34
155678,penis,17
4619,train accident,6
5643,prison warden,9
171587,stepford wife,2
189494,stepford,1
11053,punk rock,25
164353,bassist,1
164359,hanging from the ceiling,1
34268,rescue from drowning,4
34269,ostia italy,1
35554,movie starshrine,2
41557,shrine,3
163865,railway station,7
181958,starving,4
4432,gathering,6
188293,remembrance,5
215348,all star cast,2
2980,wiretap,3
9778,exploding building,7
18419,privacy,5
158938,baltimore maryland,6
227411,secret hideout,1
1526,home,20
8790,ant-hill,2
11539,grass,5
8527,exzentrik,1
1161,brazil,40
158642,long lost relative,2
158651,realism,7
9285,serbian,3
11872,atrocity,8
4258,lottery,15
12996,dogme 95,13
18187,family reunion,12
900,trailer park,14
3443,excrements ,2
3444,disgust,5
3445,dog dirt,2
11192,adult humor,21
5703,lizard,5
5704,giant lizard,5
158126,creature feature,19
159099,gojira,11
210614,monster movie,9
2771,octopus,19
11873,king kong,6
12369,tokyo japan,35
196425,giant ape,4
201956,giant octopus,6
204975,lost world,3
188280,sea voyage,4
234196,great ape,1
2465,rolling stone,2
5444,lonely hearts ad,7
166103,amazon rainforest,9
180549,deforestation,5
172455,fletch,1
172463,cabana,1
172466,country club,5
6556,talisman,2
8828,marvel comic,69
6134,automobile industry,5
181579,auto industry,3
211277,car factory,2
155724,home ownership,3
2736,fire engine,5
3289,villain,27
3518,ascot,1
3519,silicon valley,3
3520,zeppelin,3
3523,microchip,4
3524,doping,6
3528,flooding,10
3535,pipeline,4
156095,british secret service,20
40957,police academy,9
7477,police everyday life,8
208260,commandant,2
6648,police headquarter,4
208335,miami beach,2
2206,piggy bank,3
6746,hamburger,8
3741,talk show,11
209047,raunchy,1
4652,bath house,4
14720,love affair,31
3769,voice,5
158471,carrier pigeon,4
1322,money delivery,7
33672,financial transactions,8
10115,snowman,10
162392,spacecraft officer,1
162399,exploding ship,1
1949,pyramid,11
2226,exodus,3
6088,governance,10
157894,ancient egypt,11
183814,hebrew,4
186939,pharaoh,5
4333,theatre group,8
6521,theatre director,7
190531,speculative,2
190532,false history,4
5399,challenge,6
6223,change,9
217325,masses,1
15275,parade,9
201069,commercialism,3
10385,reindeer,7
1502,marshal,24
6816,gold mining town,1
189392,gold miner,2
1375,submachine gun,10
5386,tramp,9
5387,national guard,6
6112,firearm,13
3541,afghanistan,29
4269,war on freedom,5
5389,mujahid,2
161048,japanese food,1
2906,nile,5
3998,palace,15
175428,adventurer,10
15222,central america,7
14708,tears,10
33352,police car,11
155633,mahjong,2
163512,retirement community,2
163513,giving away money,1
163514,retirement home,3
163515,trespass,2
163516,defibrillation,2
163526,charter boat,3
172971,elderly,26
207105,space and aliens,1
207106,benign alien,1
207107,golden years,1
208737,rejuvenate,4
18011,pregnant woman,15
160946,expectant mother,8
161534,pregnant wife,10
163488,human alien,1
163491,human form,1
163497,ice cream sundae,1
163503,wife and husband lead actors,3
4610,comeback,13
5379,challenger,3
5394,rematch,1
6066,defeat,5
3861,loss of powers,4
5396,sibiria,4
2062,restart,15
2298,bankrupt,10
5397,street riots,3
5398,sponsorship,2
5400,champion,8
5402,boxing school,2
160887,based on game,3
2921,school friend,4
171427,whirlpool,1
171431,clothing store,4
171434,source music,3
171438,poetry recitation,2
171439,bribe,5
171442,clothing store owner,1
171443,reference to longfellow,2
171445,tutoring,2
10735,rape attempt,6
170468,grave digging,4
187236,submission,4
228402,defenseless woman,1
228403,police inaction,1
2063,taskmaster,4
8676,okinawa,5
8677,revanche,1
155023,self esteem,5
6211,fighter,34
228415,christmas bonus,1
228416,jello,1
182195,online dating,7
14552,ira,9
162917,police reporter,3
209063,motor neuron disease,2
7156,commander,7
8083,pacific,5
9897,rifle,31
11823,pacific island,14
160325,guadalcanal,2
169123,awol,8
232587,philosophic conflict,1
206364,anti authority,2
231149,mob,3
233296,students,3
236892,groupthink,1
11431,wrestler,13
14759,ape,14
158040,exotic pet,1
158041,team roping,1
173339,laughter,3
15161,rebellious daughter,5
15163,freeze frame,2
15164,custody,3
15165,school play,3
15166,photo shoot,8
5212,advancement,5
8077,benito mussolini,6
166113,marriage problems,13
158605,falling off horse,2
158607,horse riding accident,1
209077,flautist,1
10587,nottingham,1
33768,blind,24
209022,massage therapist,2
155169,american football star,3
1806,deserter,8
9980,toilet humor,4
8012,physicist,7
156169,backyard,1
156170,record album,2
156171,dawn,1
156172,geode,1
156173,eye gouging,5
156175,dead dog,2
156176,moth,6
156177,mud mask,1
156178,hand,5
181304,fly the insect,5
4753,to beam,1
11199,undercover cop,31
57990,garbage truck,2
167958,o'hare airport chicago,2
188112,bullet proof vest,2
213876,train tracks,2
177453,criminal defence lawyer,3
11541,surprise ending,27
11542,shock in the end,1
11545,leatherface,5
11547,slaughterhouse,9
33874,polaroid,3
230137,cannibals,1
9366,hammer,7
17973,skin,6
194884,psychos,1
33898,rock 'n' roll,5
221226,circuit board,2
233133,paranoiac,1
170335,whipping,13
344,inquisition,11
352,secret passage,6
161167,persecution,6
161258,franciscan,1
187316,burned at the stake,4
195889,poor,12
207046,murder mystery,28
229826,theological debate,1
6376,chat,2
5641,limousine,14
156849,large knife,2
1356,billard,8
206930,strippers,2
11399,marine,11
1530,temple,16
18142,catfight,4
156322,pretty woman,11
156393,aztec indian,2
209118,woman in peril,2
227693,stranded in the desert,2
10705,confusion,5
166527,western hero,4
181028,western band,1
170089,streetwise,2
180148,cigarette smoke,1
207746,moll,4
7625,young man seduces old man,1
892,glasgow,8
8130,professional soccer player,5
6410,hallucinogen,3
11019,inferno,2
236998,black comedy,8
4656,tv star,3
5135,jeep,9
10275,house party,6
15216,avant-garde,19
166233,pygmalion,2
166235,clown makeup,2
166244,beatboxing,1
166250,self expression,1
166252,tripping,2
4606,cinematographer,7
9970,crab,7
209102,irresistible,1
33573,banana,4
33574,childhood home,3
33575,buchenwald,1
33576,menorah ,1
206464,strange science,1
207569,human subjugation,6
2321,bunker,14
4917,shelter,12
1596,anonymous letter,6
10539,martian,17
18020,fantasy sequence,7
33507,multiple identities,4
162875,polaroid camera,2
196645,prank gone wrong,2
197092,social climbing,3
197094,back stabbing,1
197106,dead teenager,1
197107,goth girls,2
6394,rocket,13
167215,coal mine,4
209072,sputnik,1
209339,mining accident,4
233604,rocketry,1
33471,downsizing,3
167499,software engineer,1
167506,burnout,4
167507,dallas texas,5
167510,beach resort,3
167516,coworker relationship,5
167519,laziness,1
232700,business rivalry,6
33673,apple,11
199856,lower east side,4
6443,child pornography,2
186810,william tell overture,2
222174,girl next door,7
5948,studies,10
10883,scalper,2
6350,head injury,6
157488,pet cemetery,2
157490,dead cat,2
157492,death of patient,1
157495,loss of pet,1
157496,dead lover,2
171247,grave robbing,8
192865,burial ground,1
2735,veterinarian,11
157789,arm ripped off,3
178148,killer scarecrow,3
231173,dream within a dream,1
169654,overprotective parent,3
169656,heimlich maneuver,1
166835,morgue attendant,2
41667,horror movie remade,6
183750,chandelier,1
4547,landing,2
33933,split screen,4
156783,blizzard,13
190763,suicide bomber,4
200201,snowplow,1
9791,number in title,15
10807,salt lake city,5
10810,singing nun,2
10811,mid air collision,1
10812,airplane accident,9
7890,bermuda triangle,6
14789,art thief,8
160062,philanthropist,2
172594,airliner,3
226151,inspired by novel,3
226152,frogman,1
226153,scuba diver,3
167342,bomb squad,4
202186,rollercoaster,1
202188,sensurround,2
188960,elevator,19
234619,world's tallest building,1
13090,briefs,4
41413,child eaten,1
10009,robot as menace,7
4585,plastic surgery,21
157263,domed city,1
208085,population control,4
311,human evolution,5
157963,worship,4
5726,insurrection,5
2821,pacifism,4
4392,cage,11
157974,tease,1
158018,caving,1
2079,sloth,3
3476,ski jump,6
9993,skating,2
40870,race,20
162327,avalanche,9
162328,ski resort,7
11711,pool hall,5
40869,daredevil,7
158020,movie theater,7
9878,fighter jet,4
11930,drone,10
158675,protestor,2
165914,mountain pass,2
204938,supersonic jet,2
226157,decompression,1
8559,china town,2
41383,triad,8
157154,psychotherapy,9
4262,tea,11
7149,machismo,5
9227,cocktail,3
11362,cockney accent,3
15394,hatchet,2
15395,antique,3
15396,cardsharp,2
167542,carjacking,4
227944,strip show,1
227945,high stakes,1
161320,weightlifting,3
209073,space carrier,1
33809,receptionist,6
40244,medical profession,4
191564,body horror,11
210717,identical twins,4
166511,hen,2
166512,graveyard,22
166513,strapped down,1
2086,youngster,5
14744,english,12
208350,evil children,4
211744,forced suicide,1
177201,evil child,10
155644,toddler,5
234456,baby geniuses,2
11792,incest overtones,6
224663,new french extremism,23
154842,school teacher,11
209076,siam,3
4268,fort,14
180480,american mexican war,1
193167,wendigo,2
238134,military outpost,1
238135,vomiting blood,1
40956,recovering alcoholic,6
7067,getaway car,2
3258,beauty,24
2569,prime minister,12
5786,siamese twins,10
12541,misunderstanding,11
33414,chopsticks,2
154838,uncle tom's cabin,1
154841,chakri dynasty,1
165364,barge,3
165369,sailing ship,4
165372,pagoda,1
165381,consort,1
165388,dowry,2
165397,malaria,4
9988,valentine,4
3972,simulated reality ,3
3974,reality tv,9
6447,woodstock,7
6256,truth,12
8224,cannabis,15
53994,shrew,2
53995,archery,10
214594,play adaptation,3
218182,overprotective father,5
174491,compromise,1
174497,nude model,3
168807,reference to family circus,1
168811,high,3
168812,bisexual man,3
171366,multiple storylines,16
162153,grand piano,4
191028,concert pianist,3
11316,sexual humor,9
11485,drug humor,6
5475,scandinavia,2
10901,coincidence,3
157160,antarctic,10
10696,bootlegging,8
195166,life imprisonment,1
213971,activism,9
215059,hospital visit,2
3636,face operation,2
4336,fall from skyscraper,1
5884,life extension,2
12648,bromance,9
189093,ring,11
4545,air controller,2
2016,vandalism,18
6324,bias,7
178452,overachiever,2
5380,virtual fight,3
156031,art theft,3
159468,millennium,1
169356,gala,2
227432,kuala lumpur malaysia,1
178253,knitting needle,1
178256,noise complaint,1
178259,crawling hand,2
178261,angel costume,2
178265,trowel,1
178269,bass guitarist,1
178271,priestess,4
217807,street performer,2
229409,master and student,1
209205,post war life,1
6044,promise,14
181109,mother daughter estrangement,5
186523,lockdown,3
190149,trapped in building,3
226887,falling,2
2642,solar eclipse,11
2905,foreign legion,8
18111,kickboxing,11
178107,david and goliath,3
1245,illinois,5
209192,puck,1
2401,grandmother grandson relationship,15
3124,cloud,8
10938,old man,24
177185,videotape,14
188290,eternity,1
188291,disneyland,2
5964,chinese mafia,11
9989,gift,13
154079,collections,1
8093,vorfahren,1
7172,buried alive,19
10414,trance,4
10777,goddess,4
13069,african,5
207662,eternal love,2
224329,condemned man,2
234747,buried tomb,2
234753,ancient curse,4
238511,ancient scroll,1
4551,swamp,35
155208,nursing home,5
155730,hammer horror,53
156081,tomb,26
234740,ancient religion,3
234752,reincarnated princess,2
234759,cajuns,2
156243,high priest,4
234744,sarcophagus,2
234755,vicious killings,2
234756,miner's adit,1
195396,archaeological expedition,2
234743,egyptian tomb,1
234748,burial chamber,1
234749,secret rites,1
229973,eqgyptian,1
15061,docudrama,25
185927,adopted child,5
34154,north pole,8
156230,midwest,4
163420,kryptonite,2
179102,superhuman strength,25
175644,phantom zone,1
175655,rocket fired grenade,1
175656,crystal machine,1
12361,hacking,15
9181,alter ego,10
34125,catholic school,3
163396,disarmament,1
163403,great wall of china,3
6932,count,11
10482,sanitarium,7
157943,hunchback,6
10770,mad doctor,26
157741,body part,4
210714,villager,5
11581,severed head,26
15032,gothic horror,32
174413,reanimated corpse,7
203836,brain transplant,3
4257,amulet,6
4550,full moon,9
11060,trap,14
11155,wolfman,6
11851,man beast,4
11853,cane,2
11855,pentagram,5
162714,antiques shop,3
229740,body transformation,6
236836,wolf's bane,1
236837,gypsy camp,1
14811,exploding head,6
3888,giant spider,18
8379,deformation,2
14557,undressing,15
172522,audience participation,1
172535,dark and stormy night,1
172538,creator creation relationship,1
172539,lips,1
10221,meteorite,3
7994,water monster,13
194595,mccarthyism,5
178639,death ray,3
162636,venus the planet,4
333,mushroom,3
7330,glacier,8
11005,prologue,3
195394,hidden civilization,2
225468,mesopotamia,1
225469,nude sacrifice,1
157430,swamp thing,2
161246,pacific theater,5
2562,press conference,7
157194,spanish,13
9394,son (musikstil),1
14913,water park,4
157775,bonfire,5
166974,explosives,4
192705,four-wheelers,1
192706,soda,1
192708,beer bong,1
192709,giant ice cream cone,1
7851,tax inspector,5
12365,gang rape,12
5164,pianistin,5
6930,fondling,5
794,red hair,9
9818,fan culture,20
208663,fan convention,9
220266,fandom,17
9797,syracuse university,2
11475,politically incorrect,10
158189,wetting pants,3
161298,public urination,2
161944,responsibility,3
161958,immaturity,5
5471,pakistani,11
9744,outbreak,7
158124,spider bite,3
158129,spider queen,1
195026,spiders,6
217961,invasive species,1
221272,arachnophobia,2
232791,spider general,1
2482,swear word,1
6778,world supremacy,4
8102,elementary school,13
10033,friends who hate each other,3
11214,cartoon sex,4
11217,child swearing,2
11317,visions of hell,1
11324,u.s. canada war,1
203175,south park colorado,1
10028,steampunk,20
5836,self-inflicted injury,6
44447,pie,4
156777,teenage sexuality,17
226226,prom night,2
159419,blueprint,3
200883,classified,3
7755,winegrower,2
198856,french countryside,3
12998,the muppets,7
6686,footage,2
44451,lost,13
163053,found footage,104
196288,film,11
1817,orgy,23
4204,deputy,7
9927,maine,5
158169,remote,3
158172,tooth,2
158176,campfire,9
158182,severed toe,1
162533,torso cut in half,4
188054,giant crocodile,3
195325,crocodile attack,2
3091,marshmallow,1
6832,environmental protection agency,4
10064,new york city twin towers,2
10224,haunting,48
11096,gate keeper,5
9964,crude humor,9
13124,scream,10
162632,chrysler building,5
172320,river of slime,1
172334,reference to slinky,1
172339,occult research,1
1360,minnesota,5
5496,beauty contest,8
7293,girl from the province,1
7490,hicktown,4
209734,mocumentary,1
33587,child labor,2
154901,audio recording,2
155811,spiral staircase,2
169816,researcher,7
172801,insomniac,1
172808,paranormal activity,4
172812,logbook,2
172815, strange noise,1
172816,spook,2
172822,cherub,1
1683,gadget,3
208341,it burns,1
2988,shark attack,25
158101,alzheimer's disease,11
158111,no opening credits,7
3465,sphinx,2
6100,tools,5
41376,shovel,3
157677,superhero spoof,7
160130,invisible man,10
178857,dark horse comics,5
192389,rajah,2
211711,spleen,1
211712,evil genius,2
1527,gladiator fight,4
5049,ancient rome,28
14704,ancient world,15
187340,escaped slave,3
1486,flirt,14
3746,professor for literature,7
4125,provocation,4
4127,one-sided love,12
157788,british soldier,8
177997,seven years war,2
177999,prussia,2
170268,skipping school,2
170272,mise en scene,1
170273,fingerprinting,2
170279, mugshot,1
170286,strict teacher,1
170293,montmartre paris,1
163392,triangle,5
177044,austrian,2
9677,psychokinesis,5
9815,psychic power,16
10600,incan,2
6502,exit,2
7105,honduras,1
9031,idealist,7
2299,violent father,4
12337,colonisation,11
219896,assimilation,3
220888,jesuit priest,3
3704,plant,15
6946,blonde,22
8183,carnivorous plant,5
14773,eclipse,5
155806,killer plant,2
165314,skid row,2
165317,based on movie,8
165319,plant food,1
165324,flesh eating plant,1
165334,inept assistant,1
210234,man eating plant,5
8577,goldmine,3
191439,allan quatermain,7
9273,coney island,6
217880,cigarette girl,1
221756,radio plays,1
2357,cleveland,2
5288,rock,44
160269,lost love,7
171989,wrongful conviction,9
179510,wrong diagnosis,2
185482,movie actress,5
189400,lobotomy,7
208359,frances farmer,1
228692,power abuse,2
9376,richard nixon,6
156072,watergate,1
192099,the white house,3
205726,fear of unknown,1
159520,martinique,2
159521,claude monet,1
159523,famous painting,3
159529,glider,1
159532,missing painting,1
159534,stolen painting,4
159538,valuable painting,1
159539,rich people,3
3607,hold-up robbery,13
3973,insurance salesman,8
192345,soccer team,2
14712,young woman,10
12347,infiltration,8
33998,lesbian sex,30
160223,vancouver,7
166484,raven,5
162716,pathologist,3
33468,secret door,5
191103,torturer,2
215590,spanish inquisition,2
220712,costume horror,2
235349,pendelum,1
235350,iron maiden,2
235351,1500s,1
3099,satanism,21
10045,tragic villain,3
14546,massacre,39
161270,satanic ritual,8
188959,plague,23
190396,devil worship,2
5640,vase,3
156040,hypnotist,5
157132,edgar allen poe,3
10920,radio program,8
3923,humor,22
12197,compilation,4
156019,lumberjack,5
161818,dead parrot,1
161822,twit,1
161824,intentional mistranslation,1
161827,british comedy,3
161829,cult movie cast,1
161842,recurring character,1
2007,saxophone,5
4548,autopilot,2
2439,coffee,14
8271,meat,7
166129,interrupted vacation,4
9821,city country contrast,3
14522,co-worker,16
170710,pinball machine,4
170711,toy maker,3
170713,duet,1
170715,job promotion,2
170718,homesick,1
170726,quarter,1
170728,unplugged electronic works,1
170729,yankee stadium bronx new york city,1
170730,walking on piano keys,1
170731,wish fulfillment,3
170737,bunk bed,2
2468,foster parents,9
9061,pflegesohn,1
5167,restaurant owner,6
8681,supreme court,6
170472,bb gun,2
170487,essay,4
170496,christmas tree dealer,1
170499,mall santa,2
2866,exam,8
4666,final exam,5
7972,bastille,2
33610,gym,11
166262,valedictorian,5
166267,history class,1
166268,history teacher,1
166276,teenage sex,5
166278,reference to marilyn monroe,2
166280,letter opener,1
4188,revitalization,4
9817,behind the scenes,29
14791,spa,4
171757,planetarium,2
171758,art imitates life,1
156761,split personality,8
202519,j-pop,1
536,israel,42
181230,condor,1
180443,cure,5
180550,rainforest,7
208278,hidden treasure,4
5894,bagdad,11
5939,iraq,21
190760,mountie,4
9304,muse,2
8039,campus,15
1532,meditation,7
6159,clergyman,5
9681,clairvoyance,5
157234,cemetary,6
184987,repressed memory,3
2203,unexpected happiness,13
5290,small person,5
7386,gypsy music,3
2479,chicken,18
7486,milk,6
156221,showgirl,14
10188,interracial marriage,7
169967,handkerchief,4
178977,jealous husband,5
204703,father daughter conflict,6
215255,mistrust of wife,1
155954,queens new york city,5
4636,church service,5
189921,video nasty,52
222354,giant rat,2
175514,prank telephone call,3
2178,fab four,7
3766,colours,1
9528,blase,1
11697,the beatles,10
229299,affair,26
6628,syphillis,3
10886,punishment,16
41133,shaving,3
54005,the beatles song,3
164077,performer,3
164225,television director,1
635,disc jockey,14
11441,lifting person in air,4
4707,canoe,8
169613,mist,2
177912,wizard,23
232990,revelry,2
3018,saxophonist,4
5888,agriculture,10
10694,pinball,5
155482,rock opera,5
158987,post war,11
172738,holiday camp,2
172740,visually impaired person,1
172742,christmas lights,3
8303,abandoned house,5
171260,fraternity initiation,3
188552,scream queen,3
188561,deformed man,2
192170,trespassing,3
208983,probation,2
1799,schutzstaffel,4
2315,jewish life,11
164754,bohemian,4
163933,next door neighbor,1
8651,kuwait,4
11088,treasure map,8
159859,gold theft,3
168818,persian gulf,1
168835,emergency surgery,2
168839,mine field,4
155751,stolen identity,4
169977,small town sheriff,9
191583,beauty pageant,5
194022,confidence man,2
221945,small town thieves,2
231630,gender stereotypes,1
13078,skinny dipping,16
18049,sex scene,26
209172,corporations,2
236183,woman on top,1
163188,confederate,10
186391,cattleman,4
8802,pseudonym,2
183515,high toned,1
162735,disability,14
198781,science experiment,7
209152,science run amok,2
211000,animal testing,1
157481,ice cream man  ,3
162332,mausoleum,3
162334,sentinals,5
223375,sphere,4
4875,deluge,2
233544,tropics,2
188127,police sergeant,3
191008,nebraska,3
205733,small town murder,1
208799,transphobia,1
210039,gender identity,2
220196,grandchild,1
4746,record producer,15
166571,hired killer,10
195648,narcotics,3
200574,motel room,3
187008,false memory,3
187046,implanted memory,3
155448,no air conditioning,1
7348,indonesia,11
4661,pantomime,2
10897,mime,3
9656,cattle drive,6
33407,hanging,16
155859,law man,2
157136,lynching,6
169962,search party,3
18090,town,4
221361,citizens band,1
1796,sake,3
9992,dojo,4
155065,kung fu classic,5
190992,drunken master,2
6713,integration,9
165567,woman played by man,2
165576,cross cultural relations,1
236336,dance show,1
236337,big hair,1
236338,ratted hair,1
156924,tearjerker,5
10772,torture chamber,10
11103,pow,4
4511,field,7
1585,snake,44
12096,hair,8
185140,animated title sequence,2
159313,psychiatry,12
197365,telekenesis,4
6298,postcard,6
8653,niagara falls,5
10424,tour guide,5
15290,pursuit,15
167942,screaming,6
175316,unconsciousness,3
234197,adultress,1
4988,tricks,9
6949,patent,1
157524,tropical island,17
163178,racial stereotype,2
165073,bali hai,1
165076,dame,2
6735,locksmith,4
165445,welder,2
4119,saigon,4
7983,indochina,5
12993,suicide mission,11
158778,behind enemy lines,7
161249,military police,4
3275,nuclear radiation,5
3286,fort knox,1
3287,aston martin,1
3291,kentucky,10
3279,orient express,4
3281,zagreb,2
3270,baccarat,1
18268,atomic reactor,2
10792,marooned,7
155746,deserted island,20
179578,lost at sea,4
5625,relationship problems,33
6914,arsenal london,1
10867,biblical code,2
10870,revelation (book),1
2024,wisconsin,13
10166,minotaur,4
5967,peru,21
156034,opera house,3
157929,rubber plantation,3
165870,riverboat,11
837,show business,19
18298,tv show in film,4
33731,stand-up comedian,19
157959,surgery,21
165399,editing,3
165402,semi autobiographical,6
165407,restroom,1
165419,screening room,2
165420,amphetamine,1
165423,prescription drug abuse,3
180415,documentary filmmaker,5
176256,closed mine,1
176262,bat attack,1
176266,boy eaten,2
6795,ambulance man,4
206662,euthanasia,10
6351,chief executive officer,3
188843,business partner,1
3221,rave,8
199274,arrested,4
9627,rape of a male,2
10133,non statutory female on male rape,4
193431,bizzare comedy,1
156598,harry palmer,3
9571,motor sport,18
163081,law enforcement,6
163082,gentrification,2
4280,mental breakdown,16
41590,love sickness,4
5876,reno,5
41351,will,10
3343,coral reef,3
3481,cryptographic device,1
3483,gang of smugglers,2
10671,figure skating,7
41592,monastery,22
3435,floatplane,2
3545,tank car,1
2591,tarot cards,5
2117,subconsciousness,7
2553,puppeteer,6
2585,appropriation of another human being,1
2586,externally controlled action,3
3255,door,5
160780,love crime,2
5274,iron,2
5275,pan,1
5277,territory,2
162724,scout,2
3023,eastern europe,8
8231,insider,1
209799,whistleblower,5
211141,columbia broadcasting system (cbs),1
219681,tobacco industry,2
4227,toronto,17
9945,y2k,1
11531,anal sex,4
233221,tv newscaster,1
11332,farm life,10
11321,animated sequence,4
157351,living dead,12
163173,hit and run,11
18085,intestines,2
157572,surgical operation,1
2653,drugstore,3
2732,rocket launcher,7
3612,traffic jam,7
33595,pier,6
159930,inequality,9
159931,road rage,4
190703,birthday present,2
194287,laid off,3
227588,price gouging,1
171376,funhouse,3
158045,piranha,9
158291,tent camp,1
165843,merchant,5
155198,ronin,13
8001,live-reportage,2
10833,survivalist,8
169570,last man on earth,2
4575,comb,2
4578,altar,2
4579,magnet beam,1
4583,speed of light,2
4587,password,2
5539,shield,8
11493,animal as human,2
11525,sherwood forest,4
183978,cheyenne,2
194553,george armstrong custer,2
181085,personality,3
5642,beggar,5
160478,commodities,1
160483,investor,1
160486,big shot,1
160500,santa hat,2
161132,underwear on flagpole,1
161133,famous speech,1
161135,burp,2
161136,french fries,1
161137,toothpick,1
161143,girl in swimwear,1
161145,ketchup,1
161147,panty raid,1
7344,porno star,13
34215,lesbian interest,25
187224,seaside town,3
215409,introvert,3
8698,orléans,1
8700,charles vii.,1
190855,joan of arc,7
198225,religious delusions,2
11451,pokémon,17
162749,creator,2
191881,research laboratory,9
205971,german spy,2
157337,inn,12
5300,allied,5
4687,pretended suicide,3
188727,imperial japan,4
188342,sleeping pill,1
10498,malpractice,1
155873,defense attorney,2
186849,literary adaptation,5
3386,space war,9
7617,drop-out,3
41525,high school teacher,11
209091,big sur,1
208692,mountain man,3
160059,psychosis,8
154863,east end,4
154866,archival footage,4
33708,horseman,1
41185,heiress,23
41188,bilbao spain,1
741,transplantation,11
3019,autograph,5
10324,toys,11
3901,rabbi,13
158199,aunt nephew relationship,6
11112,search,32
33612,stolen bicycle,1
33613,madame,2
4267,warlord,9
10340,double role,3
192772,historical drama,7
156018,mining town,6
178329,best friends in love,12
810,budapest,13
1244,hungary,22
169965,pen pal,4
186941,gift shop,1
209216,christmas present,1
1497,fly fishing,2
3701,client,5
168333,bail jumper,2
168338,mafia accountant,1
168342,stretch limousine,1
168347,southwestern u.s.,1
168359,police surveillance,2
33977,medical experiment,11
191311,comatose,4
159319,pyromaniac,2
3600,gun rampage,7
187554,person running amok,8
180494,family farm,3
229402,cotton farmer,1
1944,epilepsy,14
3558,pulitzer prize,2
11767,suicide by gunshot,3
5545,satanist,6
8686,millenium,3
181375,satanic,7
199978,stigmata,1
4294,flea market,2
4298,teamwork,8
175343,garage sale,2
209386,personification,3
209387,inanimate objects coming to life,4
14745,bush whacker,1
9968,squid,1
225938,axe,13
1572,bestechung,3
6001,speech,8
14989,religious,15
225944,indian guru,2
210653,strick father,1
160855,naval,3
208878,british intelligence,3
179991,movie serial,20
10097,u2,2
3366,u.s. air force,14
2269,aquarium,10
6739,callboy,5
2881,jail guard,8
167696,healing,4
41352,drug overdose,7
163853,war injury,4
